gen,english_name,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,votes_first,votes_top_6,num_abilities,evo_length,has_mega_evolution,has_gigantamax,rarity,class_primary,class_secondary,total_offense,total_defense,overall_stat_sum,offense_ratio,aggression_index,offense_share,mechanic_stack,long_evo_chain,mechanic_complexity,legendary_or_mythical,resistance_pc1,resistance_pc2,resistance_pc3
1.0,Metapod,50.2,49.8,0.7,9.9,120.0,3840.0,50.0,20.0,55.0,25.0,25.0,30.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,3,1,45.0,80.0,205.0,0.5624999929687501,-35.0,0.21951219405116004,0.0,1,1.0,0,1.6446676776099343,1.0138827834531203,-0.8911663665226657
1.0,Butterfree,50.2,49.8,1.1,32.0,45.0,3840.0,60.0,45.0,50.0,90.0,80.0,70.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,6.0,18.0,2.0,5.0,0.0,1.0,0.0,3,2,135.0,130.0,395.0,1.0384615304733729,5.0,0.34177215103348824,1.0,1,2.0,0,2.561943085729057,1.9286835703975238,-2.7777458606027485
1.0,Weedle,50.0,50.0,0.3,3.2,255.0,3840.0,40.0,35.0,30.0,20.0,20.0,50.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,5.0,0.0,0.0,0.0,3,0,55.0,50.0,195.0,1.0999999780000005,5.0,0.28205128060486523,0.0,1,1.0,0,0.829637808933412,1.64744208480838,-2.096786852958441
1.0,Kakuna,50.0,50.0,0.6,10.0,120.0,3840.0,45.0,25.0,50.0,25.0,25.0,35.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3,0,50.0,75.0,205.0,0.6666666577777779,-25.0,0.24390243783462226,0.0,1,1.0,0,0.829637808933412,1.64744208480838,-2.096786852958441
1.0,Beedrill,50.0,50.0,1.0,29.5,45.0,3840.0,65.0,90.0,40.0,45.0,80.0,75.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,2.0,8.0,2.0,5.0,1.0,0.0,0.0,3,0,135.0,120.0,395.0,1.1249999906250001,15.0,0.34177215103348824,1.0,1,2.0,0,0.829637808933412,1.64744208480838,-2.096786852958441
1.0,Pidgey,50.0,50.0,0.3,1.8,255.0,3840.0,40.0,45.0,40.0,35.0,35.0,56.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,5.0,0.0,0.0,0.0,4,2,80.0,75.0,251.0,1.0666666524444446,5.0,0.31872509833177254,0.0,1,1.0,0,1.1383127914529372,-0.45812042334729547,-1.8889465941659602
1.0,Pidgeotto,50.0,50.0,1.1,30.0,120.0,3840.0,63.0,60.0,55.0,50.0,50.0,71.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,0.0,0.0,0.0,4,2,110.0,105.0,349.0,1.0476190376417234,5.0,0.31518624551522567,0.0,1,1.0,0,1.1383127914529372,-0.45812042334729547,-1.8889465941659602
1.0,Pidgeot,50.0,50.0,1.5,39.5,45.0,3840.0,83.0,80.0,75.0,70.0,70.0,101.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,5.0,33.0,3.0,5.0,1.0,0.0,0.0,4,2,150.0,145.0,479.0,1.034482751486326,5.0,0.31315240018131024,1.0,1,2.0,0,1.1383127914529372,-0.45812042334729547,-1.8889465941659602
1.0,Rattata,50.0,50.0,0.3,3.5,255.0,3840.0,30.0,56.0,35.0,25.0,35.0,72.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,4,3,81.0,70.0,253.0,1.1571428406122453,11.0,0.3201581015013514,0.0,1,1.0,0,-0.05984006098721432,-1.7680928103550184,-0.3252997893287554
1.0,Raticate,50.0,50.0,0.7,18.5,127.0,3840.0,55.0,81.0,60.0,50.0,70.0,97.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,4,3,131.0,130.0,413.0,1.0076922999408284,1.0,0.3171912825249606,0.0,1,1.0,0,-0.05984006098721432,-1.7680928103550184,-0.3252997893287554
1.0,Spearow,50.0,50.0,0.3,2.0,255.0,3840.0,40.0,60.0,30.0,31.0,31.0,70.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4,2,91.0,61.0,262.0,1.4918032542327335,30.0,0.34732824294912884,0.0,1,1.0,0,1.1383127914529372,-0.45812042334729547,-1.8889465941659602
1.0,Fearow,50.0,50.0,1.2,38.0,90.0,3840.0,65.0,90.0,65.0,61.0,61.0,100.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,4,2,151.0,126.0,442.0,1.1984126889014866,25.0,0.34162895850310193,0.0,1,1.0,0,1.1383127914529372,-0.45812042334729547,-1.8889465941659602
1.0,Ekans,50.0,50.0,2.0,6.9,255.0,5120.0,35.0,60.0,44.0,40.0,54.0,55.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,3.0,3.0,3.0,0.0,0.0,0.0,5,1,100.0,98.0,288.0,1.020408152852978,2.0,0.3472222210165895,0.0,1,1.0,0,-1.0046566657530223,0.5941057340525152,-1.3437245492083294
1.0,Arbok,50.0,50.0,3.5,65.0,90.0,5120.0,60.0,95.0,69.0,65.0,79.0,80.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,2.0,7.0,3.0,3.0,0.0,0.0,0.0,5,1,160.0,148.0,448.0,1.0810810737764793,12.0,0.3571428563456633,0.0,1,1.0,0,-1.0046566657530223,0.5941057340525152,-1.3437245492083294
1.0,Pikachu,50.2,49.8,0.4,6.0,190.0,2560.0,35.0,55.0,40.0,50.0,50.0,90.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,15.0,70.0,2.0,5.0,0.0,1.0,0.0,6,1,105.0,90.0,320.0,1.1666666537037038,15.0,0.3281249989746094,1.0,1,2.0,0,-0.9253386614722541,-0.37590475090154896,0.2787025587676731
1.0,Raichu,50.2,49.8,0.8,30.0,75.0,2560.0,60.0,90.0,55.0,90.0,80.0,110.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,22.0,64.0,3.0,5.0,0.0,0.0,0.0,6,4,180.0,135.0,485.0,1.3333333234567901,45.0,0.37113401985333194,0.0,1,1.0,0,-0.9253386614722541,-0.37590475090154896,0.2787025587676731
1.0,Sandshrew,50.2,49.8,0.6,12.0,255.0,5120.0,50.0,75.0,85.0,20.0,30.0,40.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,5.0,18.0,2.0,3.0,0.0,0.0,0.0,7,5,95.0,115.0,300.0,0.8260869493383743,-20.0,0.3166666656111111,0.0,1,1.0,0,-0.8536245125224751,-0.6598684827316763,1.4485083980549605
1.0,Sandslash,50.2,49.8,1.0,29.5,90.0,5120.0,75.0,100.0,110.0,45.0,55.0,65.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,8.0,27.0,2.0,3.0,0.0,0.0,0.0,7,5,145.0,165.0,450.0,0.8787878734618917,-20.0,0.32222222150617286,0.0,1,1.0,0,-0.8536245125224751,-0.6598684827316763,1.4485083980549605
1.0,Nidoran♀,0.0,100.0,0.4,7.0,235.0,5120.0,55.0,47.0,52.0,40.0,40.0,41.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.0,3.0,7.0,0.0,0.0,0.0,5,1,87.0,92.0,275.0,0.9456521636342157,-5.0,0.31636363521322314,0.0,1,1.0,0,-1.0046566657530223,0.5941057340525152,-1.3437245492083294
1.0,Nidorina,0.0,100.0,0.8,20.0,120.0,5120.0,70.0,62.0,67.0,55.0,55.0,56.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,2.0,3.0,7.0,0.0,0.0,0.0,5,1,117.0,122.0,365.0,0.9590163855818329,-5.0,0.3205479443272659,0.0,1,1.0,0,-1.0046566657530223,0.5941057340525152,-1.3437245492083294
1.0,Nidoqueen,0.0,100.0,1.3,60.0,45.0,5120.0,90.0,92.0,87.0,75.0,85.0,76.0,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,10.0,3.0,7.0,0.0,0.0,0.0,5,6,167.0,172.0,505.0,0.9709302269131964,-5.0,0.3306930686520929,0.0,1,1.0,0,-1.4707050715577146,0.25779054975127746,0.07132225783770493
1.0,Nidoran♂,100.0,0.0,0.5,9.0,235.0,5120.0,46.0,57.0,40.0,40.0,40.0,50.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,2.0,3.0,7.0,0.0,0.0,0.0,5,1,97.0,80.0,273.0,1.2124999848437503,17.0,0.35531135400984853,0.0,1,1.0,0,-1.0046566657530223,0.5941057340525152,-1.3437245492083294
1.0,Nidorino,100.0,0.0,0.9,19.5,120.0,5120.0,61.0,72.0,57.0,55.0,55.0,65.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,3.0,3.0,7.0,0.0,0.0,0.0,5,1,127.0,112.0,365.0,1.1339285613042094,15.0,0.3479452045261775,0.0,1,1.0,0,-1.0046566657530223,0.5941057340525152,-1.3437245492083294
1.0,Nidoking,100.0,0.0,1.4,62.0,45.0,5120.0,81.0,102.0,77.0,85.0,75.0,85.0,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,12.0,84.0,3.0,7.0,0.0,0.0,0.0,5,6,187.0,152.0,505.0,1.2302631498009005,35.0,0.37029702896970884,0.0,1,1.0,0,-1.4707050715577146,0.25779054975127746,0.07132225783770493
1.0,Clefairy,24.9,75.1,0.6,7.5,150.0,2560.0,70.0,45.0,48.0,60.0,65.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,3.0,9.0,3.0,5.0,0.0,0.0,0.0,8,1,105.0,113.0,323.0,0.9292035315999687,-8.0,0.3250773983743734,0.0,1,1.0,0,0.5016750936870071,-0.49485672451079105,-1.2651761247872637
1.0,Clefable,24.9,75.1,1.3,40.0,25.0,2560.0,95.0,70.0,73.0,95.0,90.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,3.0,15.0,3.0,5.0,0.0,0.0,0.0,8,1,165.0,163.0,483.0,1.0122699324400617,2.0,0.3416149061250209,0.0,1,1.0,0,0.5016750936870071,-0.49485672451079105,-1.2651761247872637
1.0,Vulpix,24.9,75.1,0.6,9.9,190.0,5120.0,38.0,41.0,40.0,50.0,65.0,65.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,8.0,38.0,2.0,3.0,0.0,0.0,0.0,1,5,91.0,105.0,299.0,0.8666666584126985,-14.0,0.3043478250690708,0.0,1,1.0,0,-1.5269205182211625,0.15685675139022742,-1.487200314591491
1.0,Ninetales,24.9,75.1,1.1,19.9,75.0,5120.0,73.0,76.0,75.0,81.0,100.0,100.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,20.0,73.0,2.0,3.0,0.0,0.0,0.0,1,5,157.0,175.0,505.0,0.8971428520163266,-18.0,0.31089108849328495,0.0,1,1.0,0,-1.5269205182211625,0.15685675139022742,-1.487200314591491
1.0,Jigglypuff,24.9,75.1,0.5,5.5,170.0,2560.0,115.0,45.0,20.0,45.0,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,7.0,17.0,3.0,5.0,0.0,0.0,0.0,4,7,90.0,45.0,270.0,1.9999999555555568,45.0,0.3333333320987654,0.0,1,1.0,0,0.5816495324661766,-1.7150244052278176,-1.592593913511914
1.0,Wigglytuff,24.9,75.1,1.0,12.0,50.0,2560.0,140.0,70.0,45.0,85.0,50.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,3.0,13.0,3.0,5.0,0.0,0.0,0.0,4,7,155.0,95.0,435.0,1.631578930193906,60.0,0.3563218382613291,0.0,1,1.0,0,0.5816495324661766,-1.7150244052278176,-1.592593913511914
1.0,Zubat,50.2,49.8,0.8,7.5,255.0,3840.0,40.0,45.0,35.0,30.0,40.0,55.0,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,3.0,2.0,2.0,5.0,0.0,0.0,0.0,5,2,75.0,75.0,245.0,0.9999999866666669,0.0,0.30612244773011243,0.0,1,1.0,0,0.5917090434430454,1.429228670532198,-2.626787535099902
1.0,Golbat,50.2,49.8,1.6,55.0,90.0,3840.0,75.0,80.0,70.0,65.0,75.0,90.0,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,2.0,5.0,0.0,0.0,0.0,5,2,145.0,145.0,455.0,0.9999999931034483,0.0,0.3186813179809202,0.0,1,1.0,0,0.5917090434430454,1.429228670532198,-2.626787535099902
1.0,Oddish,50.2,49.8,0.5,5.4,255.0,5120.0,45.0,50.0,55.0,75.0,65.0,30.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,3.0,11.0,2.0,7.0,0.0,0.0,0.0,0,0,125.0,120.0,320.0,1.0416666579861111,5.0,0.3906249987792969,0.0,1,1.0,0,1.8177852272077555,1.208130128274333,-0.5594684686753328
1.0,Gloom,50.2,49.8,0.8,8.6,120.0,5120.0,60.0,65.0,70.0,85.0,75.0,40.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,5.0,2.0,7.0,0.0,0.0,0.0,0,0,150.0,145.0,395.0,1.034482751486326,5.0,0.3797468344816536,0.0,1,1.0,0,1.8177852272077555,1.208130128274333,-0.5594684686753328
1.0,Vileplume,50.2,49.8,1.2,18.6,45.0,5120.0,75.0,80.0,85.0,110.0,90.0,50.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,4.0,20.0,2.0,5.0,0.0,0.0,0.0,0,0,190.0,175.0,490.0,1.0857142795102042,15.0,0.3877551012494794,0.0,1,1.0,0,1.8177852272077555,1.208130128274333,-0.5594684686753328
1.0,Paras,50.0,50.0,0.3,5.4,190.0,5120.0,35.0,70.0,55.0,45.0,55.0,25.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,0.0,0.0,0.0,3,8,115.0,110.0,285.0,1.0454545359504133,5.0,0.4035087705140043,0.0,1,1.0,0,5.62934567687397,1.9016310456030179,0.19917056162195304
1.0,Parasect,50.0,50.0,1.0,29.5,75.0,5120.0,60.0,95.0,80.0,60.0,80.0,30.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,3,8,155.0,160.0,405.0,0.9687499939453126,-5.0,0.38271604843773815,0.0,1,1.0,0,5.62934567687397,1.9016310456030179,0.19917056162195304
1.0,Venonat,50.0,50.0,1.0,30.0,190.0,5120.0,60.0,55.0,50.0,40.0,55.0,45.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,1.0,3.0,3.0,3.0,0.0,0.0,0.0,3,0,95.0,105.0,305.0,0.9047618961451248,-10.0,0.3114754088148347,0.0,1,1.0,0,0.829637808933412,1.64744208480838,-2.096786852958441
1.0,Venomoth,50.0,50.0,1.5,12.5,75.0,5120.0,70.0,65.0,60.0,90.0,75.0,90.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,2.0,6.0,3.0,3.0,0.0,0.0,0.0,3,0,155.0,135.0,450.0,1.148148139643347,20.0,0.34444444367901234,0.0,1,1.0,0,0.829637808933412,1.64744208480838,-2.096786852958441
1.0,Diglett,50.2,49.8,0.2,0.8,255.0,5120.0,10.0,55.0,25.0,35.0,45.0,95.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,7,6,90.0,70.0,265.0,1.285714267346939,20.0,0.3396226402278391,0.0,1,1.0,0,-0.8536245125224751,-0.6598684827316763,1.4485083980549605
1.0,Dugtrio,50.2,49.8,0.7,33.3,50.0,5120.0,35.0,100.0,50.0,50.0,70.0,120.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,7,6,150.0,120.0,425.0,1.2499999895833334,30.0,0.35294117564013844,0.0,1,1.0,0,-0.8536245125224751,-0.6598684827316763,1.4485083980549605
1.0,Meowth,50.2,49.8,0.4,4.2,255.0,5120.0,40.0,45.0,35.0,40.0,40.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,13.0,3.0,3.0,0.0,1.0,0.0,4,3,85.0,75.0,290.0,1.1333333182222225,10.0,0.2931034472651605,1.0,1,2.0,0,-0.05984006098721432,-1.7680928103550184,-0.3252997893287554
1.0,Persian,50.2,49.8,1.0,32.0,90.0,5120.0,65.0,70.0,60.0,65.0,65.0,115.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,4,3,135.0,125.0,440.0,1.07999999136,10.0,0.3068181811208678,0.0,1,1.0,0,-0.05984006098721432,-1.7680928103550184,-0.3252997893287554
1.0,Psyduck,50.2,49.8,0.8,19.6,190.0,5120.0,50.0,52.0,48.0,65.0,50.0,55.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,8.0,32.0,3.0,3.0,0.0,0.0,0.0,2,1,117.0,98.0,320.0,1.1938775388379843,19.0,0.3656249988574219,0.0,1,1.0,0,-0.5976608141959654,-0.4529914949081415,-0.8629421815921346
1.0,Golduck,50.2,49.8,1.7,76.6,75.0,5120.0,80.0,82.0,78.0,95.0,80.0,85.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,2,1,177.0,158.0,500.0,1.1202531574667522,19.0,0.353999999292,0.0,1,1.0,0,-0.5976608141959654,-0.4529914949081415,-0.8629421815921346
1.0,Mankey,50.0,50.0,0.5,28.0,190.0,5120.0,40.0,80.0,35.0,35.0,45.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,9,1,115.0,80.0,305.0,1.4374999820312502,35.0,0.37704917909164204,0.0,1,1.0,0,0.9076866974088225,-0.9899944931083761,-0.6837303766352609
